age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,zone,dist_group,main_mode,share
,1750 - 2000,,,,,,,10000 - 20000,ride,0.007167887383321835
,1750 - 2000,,,,,,,10000 - 20000,walk,0.0
,1750 - 2000,,,,,,,20000+,bike,0.0
,1750 - 2000,,,,,,,20000+,car,0.028482785582806286
,1750 - 2000,,,,,,,20000+,pt,0.019478790712285914
,1750 - 2000,,,,,,,20000+,ride,0.00305235807882979
,1750 - 2000,,,,,,,20000+,walk,0.0
,2000 - 2500,,,,,,,0 - 1000,bike,0.04584498630421507
,2000 - 2500,,,,,,,0 - 1000,car,0.01458092057231467
,2000 - 2500,,,,,,,0 - 1000,pt,0.003203778611011323
,2000 - 2500,,,,,,,0 - 1000,ride,0.0035177886278633984
,2000 - 2500,,,,,,,0 - 1000,walk,0.1682728720018274
,2000 - 2500,,,,,,,1000 - 2000,bike,0.029879953107830762
,2000 - 2500,,,,,,,1000 - 2000,car,0.0318951069554812
,2000 - 2500,,,,,,,1000 - 2000,pt,0.02164639044116205
,2000 - 2500,,,,,,,1000 - 2000,ride,0.012996194395473825
,2000 - 2500,,,,,,,1000 - 2000,walk,0.06731253390376343
,2000 - 2500,,,,,,,2000 - 5000,bike,0.06457930704062588
,2000 - 2500,,,,,,,2000 - 5000,car,0.0798015990294445
,2000 - 2500,,,,,,,2000 - 5000,pt,0.053431407224615486
,2000 - 2500,,,,,,,2000 - 5000,ride,0.021482064592965217
,2000 - 2500,,,,,,,2000 - 5000,walk,0.01869484398644478
,2000 - 2500,,,,,,,5000 - 10000,bike,0.03231286586482517
,2000 - 2500,,,,,,,5000 - 10000,car,0.10426056935352225
,2000 - 2500,,,,,,,5000 - 10000,pt,0.07430447077208276
,2000 - 2500,,,,,,,5000 - 10000,ride,0.02291615168008244
,2000 - 2500,,,,,,,5000 - 10000,walk,0.0017754897645965897
,2000 - 2500,,,,,,,10000 - 20000,bike,0.004898806424838464
,2000 - 2500,,,,,,,10000 - 20000,car,0.05073627462599408
,2000 - 2500,,,,,,,10000 - 20000,pt,0.016544040617176164
,2000 - 2500,,,,,,,10000 - 20000,ride,0.008406734676363891
,2000 - 2500,,,,,,,10000 - 20000,walk,0.0
,2000 - 2500,,,,,,,20000+,bike,0.0
,2000 - 2500,,,,,,,20000+,car,0.0359106025021253
,2000 - 2500,,,,,,,20000+,pt,0.006804946828495267
,2000 - 2500,,,,,,,20000+,ride,0.003989300094858583
,2000 - 2500,,,,,,,20000+,walk,0.0
,2500 - 3000,,,,,,,0 - 1000,bike,0.04076753781147013
,2500 - 3000,,,,,,,0 - 1000,car,0.02287396698715438
,2500 - 3000,,,,,,,0 - 1000,pt,0.002805208554404124
,2500 - 3000,,,,,,,0 - 1000,ride,0.004111512666594621
,2500 - 3000,,,,,,,0 - 1000,walk,0.15322093158713082
,2500 - 3000,,,,,,,1000 - 2000,bike,0.0621874964273911
,2500 - 3000,,,,,,,1000 - 2000,car,0.03441784512587806
,2500 - 3000,,,,,,,1000 - 2000,pt,0.011305673358511247
,2500 - 3000,,,,,,,1000 - 2000,ride,0.00975797075554693
,2500 - 3000,,,,,,,1000 - 2000,walk,0.04054011270857147
,2500 - 3000,,,,,,,2000 - 5000,bike,0.06304146642269495
,2500 - 3000,,,,,,,2000 - 5000,car,0.13830861863588217
,2500 - 3000,,,,,,,2000 - 5000,pt,0.0468808318251931
,2500 - 3000,,,,,,,2000 - 5000,ride,0.03657721033317293
,2500 - 3000,,,,,,,2000 - 5000,walk,0.019566709308440688
,2500 - 3000,,,,,,,5000 - 10000,bike,0.021827875379412047
,2500 - 3000,,,,,,,5000 - 10000,car,0.09348866671305478
,2500 - 3000,,,,,,,5000 - 10000,pt,0.04017112028749809
,2500 - 3000,,,,,,,5000 - 10000,ride,0.012508111625403297
,2500 - 3000,,,,,,,5000 - 10000,walk,0.0
,2500 - 3000,,,,,,,10000 - 20000,bike,0.012816636840697285
,2500 - 3000,,,,,,,10000 - 20000,car,0.06829292294468518
,2500 - 3000,,,,,,,10000 - 20000,pt,0.002168856488771796
,2500 - 3000,,,,,,,10000 - 20000,ride,0.006715583573436987
,2500 - 3000,,,,,,,10000 - 20000,walk,0.0
,2500 - 3000,,,,,,,20000+,bike,0.0
,2500 - 3000,,,,,,,20000+,car,0.045023225767700834
,2500 - 3000,,,,,,,20000+,pt,0.009338575959101694
,2500 - 3000,,,,,,,20000+,ride,0.001222055671103933
,2500 - 3000,,,,,,,20000+,walk,6.327624109742845e-05
,3000 - 3500,,,,,,,0 - 1000,bike,0.017423917370153433
,3000 - 3500,,,,,,,0 - 1000,car,0.03858625648702273
,3000 - 3500,,,,,,,0 - 1000,pt,0.009162395309737717
,3000 - 3500,,,,,,,0 - 1000,ride,0.00484409076227852
,3000 - 3500,,,,,,,0 - 1000,walk,0.18355413966977235
,3000 - 3500,,,,,,,1000 - 2000,bike,0.04545249795831581
,3000 - 3500,,,,,,,1000 - 2000,car,0.03559347697119768
,3000 - 3500,,,,,,,1000 - 2000,pt,0.012398338272807601
,3000 - 3500,,,,,,,1000 - 2000,ride,0.0015525436478946715
,3000 - 3500,,,,,,,1000 - 2000,walk,0.04171051553941389
,3000 - 3500,,,,,,,2000 - 5000,bike,0.030326106199178884
,3000 - 3500,,,,,,,2000 - 5000,car,0.14264647572530473
,3000 - 3500,,,,,,,2000 - 5000,pt,0.0768213254809291
,3000 - 3500,,,,,,,2000 - 5000,ride,0.011127157298963497
,3000 - 3500,,,,,,,2000 - 5000,walk,0.01620391007955525
,3000 - 3500,,,,,,,5000 - 10000,bike,0.019610742627392763
,3000 - 3500,,,,,,,5000 - 10000,car,0.06928234545745467
,3000 - 3500,,,,,,,5000 - 10000,pt,0.04633422020951795
,3000 - 3500,,,,,,,5000 - 10000,ride,0.005567182048912782
,3000 - 3500,,,,,,,5000 - 10000,walk,0.0024278265571249296
,3000 - 3500,,,,,,,10000 - 20000,bike,0.002628468840372276
,3000 - 3500,,,,,,,10000 - 20000,car,0.10244776249799527
,3000 - 3500,,,,,,,10000 - 20000,pt,0.0038938743312344785
,3000 - 3500,,,,,,,10000 - 20000,ride,0.008371226659026693
,3000 - 3500,,,,,,,10000 - 20000,walk,0.0
,3000 - 3500,,,,,,,20000+,bike,0.009877751835796821
,3000 - 3500,,,,,,,20000+,car,0.03856787513762653
,3000 - 3500,,,,,,,20000+,pt,0.023587577025019086
,3000 - 3500,,,,,,,20000+,ride,0.0
,3000 - 3500,,,,,,,20000+,walk,0.0
,3500+,,,,,,,0 - 1000,bike,0.05985819198122392
,3500+,,,,,,,0 - 1000,car,0.02373567676452038
,3500+,,,,,,,0 - 1000,pt,0.0
,3500+,,,,,,,0 - 1000,ride,0.0176851513035548
,3500+,,,,,,,0 - 1000,walk,0.19915157603463662
,3500+,,,,,,,1000 - 2000,bike,0.0072087791870343206
,3500+,,,,,,,1000 - 2000,car,0.030697166547376968
,3500+,,,,,,,1000 - 2000,pt,0.05091197182259653
,3500+,,,,,,,1000 - 2000,ride,0.0
,3500+,,,,,,,1000 - 2000,walk,0.04238995405068518
,3500+,,,,,,,2000 - 5000,bike,0.046274192561944066
,3500+,,,,,,,2000 - 5000,car,0.10152489209782341
,3500+,,,,,,,2000 - 5000,pt,0.11528214722137534
,3500+,,,,,,,2000 - 5000,ride,0.009462438207115589
,3500+,,,,,,,2000 - 5000,walk,0.019905013730666537
,3500+,,,,,,,5000 - 10000,bike,0.013644568704675968
,3500+,,,,,,,5000 - 10000,car,0.09190947798539649
,3500+,,,,,,,5000 - 10000,pt,0.06221160814560796
,3500+,,,,,,,5000 - 10000,ride,0.006348806962448691
,3500+,,,,,,,5000 - 10000,walk,0.0
,3500+,,,,,,,10000 - 20000,bike,0.0
,3500+,,,,,,,10000 - 20000,car,0.048742799510914876
,3500+,,,,,,,10000 - 20000,pt,0.0
,3500+,,,,,,,10000 - 20000,ride,0.0
,3500+,,,,,,,10000 - 20000,walk,0.0
,3500+,,,,,,,20000+,bike,0.0
,3500+,,,,,,,20000+,car,0.02655643791248197
,3500+,,,,,,,20000+,pt,0.009460253928361929
,3500+,,,,,,,20000+,ride,0.01703889533955846
,3500+,,,,,,,20000+,walk,0.0
,,very_low,,,,,,0 - 1000,bike,0.05372625592783647
,,very_low,,,,,,0 - 1000,car,0.01114505947562191
,,very_low,,,,,,0 - 1000,pt,0.001455445512629269
,,very_low,,,,,,0 - 1000,ride,0.0026992959637432605
,,very_low,,,,,,0 - 1000,walk,0.22641388008755076
,,very_low,,,,,,1000 - 2000,bike,0.06731348260350971
,,very_low,,,,,,1000 - 2000,car,0.02195926933334631
,,very_low,,,,,,1000 - 2000,pt,0.029199686430517312
,,very_low,,,,,,1000 - 2000,ride,0.008864398922818479
,,very_low,,,,,,1000 - 2000,walk,0.06788052056412058
,,very_low,,,,,,2000 - 5000,bike,0.10304224168309006
,,very_low,,,,,,2000 - 5000,car,0.04385894960596432
,,very_low,,,,,,2000 - 5000,pt,0.10527239014430066
,,very_low,,,,,,2000 - 5000,ride,0.0397553247557733
,,very_low,,,,,,2000 - 5000,walk,0.005837701662903847
,,very_low,,,,,,5000 - 10000,bike,0.022825854089657968
,,very_low,,,,,,5000 - 10000,car,0.031024133063535877
,,very_low,,,,,,5000 - 10000,pt,0.07402739015363743
,,very_low,,,,,,5000 - 10000,ride,0.01850844932211135
,,very_low,,,,,,5000 - 10000,walk,0.0
,,very_low,,,,,,10000 - 20000,bike,0.008162411114567794
,,very_low,,,,,,10000 - 20000,car,0.018997330682910537
,,very_low,,,,,,10000 - 20000,pt,0.009058398789183846
,,very_low,,,,,,10000 - 20000,ride,0.0
,,very_low,,,,,,10000 - 20000,walk,0.0006390022297732558
,,very_low,,,,,,20000+,bike,0.0009178387244473794
,,very_low,,,,,,20000+,car,0.015250100500097862
,,very_low,,,,,,20000+,pt,0.007629036085918213
,,very_low,,,,,,20000+,ride,0.004536152570432063
,,very_low,,,,,,20000+,walk,0.0
,,low,,,,,,0 - 1000,bike,0.039630185119068746
,,low,,,,,,0 - 1000,car,0.022171852638592615
,,low,,,,,,0 - 1000,pt,0.007874578490426306
,,low,,,,,,0 - 1000,ride,0.0026632630873504887
,,low,,,,,,0 - 1000,walk,0.22988888989836248
,,low,,,,,,1000 - 2000,bike,0.037755447914763755
,,low,,,,,,1000 - 2000,car,0.028842852186277707
,,low,,,,,,1000 - 2000,pt,0.021289574242563152
,,low,,,,,,1000 - 2000,ride,0.014485892751907828
,,low,,,,,,1000 - 2000,walk,0.06080118675385023
,,low,,,,,,2000 - 5000,bike,0.05494143302144211
,,low,,,,,,2000 - 5000,car,0.07489194367194041
,,low,,,,,,2000 - 5000,pt,0.08697782048066224
,,low,,,,,,2000 - 5000,ride,0.030944144380116716
,,low,,,,,,2000 - 5000,walk,0.012155746638923237
,,low,,,,,,5000 - 10000,bike,0.025813776506913327
,,low,,,,,,5000 - 10000,car,0.06761631095267422
,,low,,,,,,5000 - 10000,pt,0.07381346618538266
,,low,,,,,,5000 - 10000,ride,0.017967738377431628
,,low,,,,,,5000 - 10000,walk,0.0015966196260740351
,,low,,,,,,10000 - 20000,bike,0.003690502839309289
,,low,,,,,,10000 - 20000,car,0.028343891882635225
,,low,,,,,,10000 - 20000,pt,0.03088537268049522
,,low,,,,,,10000 - 20000,ride,0.005871550804717666
,,low,,,,,,10000 - 20000,walk,0.0
,,low,,,,,,20000+,bike,0.003093208251807885
,,low,,,,,,20000+,car,0.010871363778202305
,,low,,,,,,20000+,pt,0.005121386838108492
,,low,,,,,,20000+,ride,0.0
,,low,,,,,,20000+,walk,0.0
,,medium,,,,,,0 - 1000,bike,0.04385408806314706
,,medium,,,,,,0 - 1000,car,0.011186582000436502
,,medium,,,,,,0 - 1000,pt,0.0029417818454823695
,,medium,,,,,,0 - 1000,ride,0.005709035410964672
,,medium,,,,,,0 - 1000,walk,0.1866122601177406
,,medium,,,,,,1000 - 2000,bike,0.04102823444685719
,,medium,,,,,,1000 - 2000,car,0.03828481335029029
,,medium,,,,,,1000 - 2000,pt,0.01576326827846647
,,medium,,,,,,1000 - 2000,ride,0.020253551984816445
,,medium,,,,,,1000 - 2000,walk,0.0515977608652786
,,medium,,,,,,2000 - 5000,bike,0.05045785339641333
,,medium,,,,,,2000 - 5000,car,0.0906373997828241
,,medium,,,,,,2000 - 5000,pt,0.07642344413426491
,,medium,,,,,,2000 - 5000,ride,0.034933310029402254
,,medium,,,,,,2000 - 5000,walk,0.013008783600735046
,,medium,,,,,,5000 - 10000,bike,0.03513952525428421
,,medium,,,,,,5000 - 10000,car,0.08750113860340349
,,medium,,,,,,5000 - 10000,pt,0.07060628097209645
,,medium,,,,,,5000 - 10000,ride,0.018374563787283856
,,medium,,,,,,5000 - 10000,walk,0.003376875370442302
,,medium,,,,,,10000 - 20000,bike,0.005149953970844263
,,medium,,,,,,10000 - 20000,car,0.04105982558578974
,,medium,,,,,,10000 - 20000,pt,0.011379466963389134
,,medium,,,,,,10000 - 20000,ride,0.005712583549190428
,,medium,,,,,,10000 - 20000,walk,0.0
,,medium,,,,,,20000+,bike,0.0
,,medium,,,,,,20000+,car,0.024062174774857354
,,medium,,,,,,20000+,pt,0.010974348060100184
,,medium,,,,,,20000+,ride,0.003971095801198623
,,medium,,,,,,20000+,walk,0.0
,,high,,,,,,0 - 1000,bike,0.039487715261847946
,,high,,,,,,0 - 1000,car,0.02603644354731468
,,high,,,,,,0 - 1000,pt,0.003389435847574499
,,high,,,,,,0 - 1000,ride,0.007126065793511016
,,high,,,,,,0 - 1000,walk,0.16089614193171006
,,high,,,,,,1000 - 2000,bike,0.048480196969343664
,,high,,,,,,1000 - 2000,car,0.03187139910587053
,,high,,,,,,1000 - 2000,pt,0.018644398127791867
,,high,,,,,,1000 - 2000,ride,0.009118553774799755
,,high,,,,,,1000 - 2000,walk,0.04807994979169263
,,high,,,,,,2000 - 5000,bike,0.053120751281962815
,,high,,,,,,2000 - 5000,car,0.11348074240996904
,,high,,,,,,2000 - 5000,pt,0.06820164861468579
,,high,,,,,,2000 - 5000,ride,0.022812493552916445
,,high,,,,,,2000 - 5000,walk,0.0167266863966516
,,high,,,,,,5000 - 10000,bike,0.025718343100991373
,,high,,,,,,5000 - 10000,car,0.08352171618823345
,,high,,,,,,5000 - 10000,pt,0.049148206689472416
,,high,,,,,,5000 - 10000,ride,0.0218583386842972
,,high,,,,,,5000 - 10000,walk,0.0011255658288206241
,,high,,,,,,10000 - 20000,bike,0.007560395414081117
,,high,,,,,,10000 - 20000,car,0.07147836356596297
,,high,,,,,,10000 - 20000,pt,0.008012576310375271
,,high,,,,,,10000 - 20000,ride,0.009517720981379601
,,high,,,,,,10000 - 20000,walk,0.0
,,high,,,,,,20000+,bike,0.0023704850970336375
,,high,,,,,,20000+,car,0.038887944458865856
,,high,,,,,,20000+,pt,0.012100691211216933
,,high,,,,,,20000+,ride,0.001227030061627327
,,high,,,,,,20000+,walk,0.0
,,very_high,,,,,,0 - 1000,bike,0.05738628300133878
,,very_high,,,,,,0 - 1000,car,0.013589502750838806
,,very_high,,,,,,0 - 1000,pt,0.0013125642127695982
,,very_high,,,,,,0 - 1000,ride,0.0063054543741864495
,,very_high,,,,,,0 - 1000,walk,0.19576038097416185
,,very_high,,,,,,1000 - 2000,bike,0.0694331555611378
,,very_high,,,,,,1000 - 2000,car,0.025035101493098278
,,very_high,,,,,,1000 - 2000,pt,0.017545240548772174
,,very_high,,,,,,1000 - 2000,ride,0.003142626096595344
,,very_high,,,,,,1000 - 2000,walk,0.05130758743633378
,,very_high,,,,,,2000 - 5000,bike,0.07347451641064272
,,very_high,,,,,,2000 - 5000,car,0.08990347092051573
,,very_high,,,,,,2000 - 5000,pt,0.0711996973677544
,,very_high,,,,,,2000 - 5000,ride,0.041917964751861964
,,very_high,,,,,,2000 - 5000,walk,0.005633121279088198
,,very_high,,,,,,5000 - 10000,bike,0.015491836531579085
,,very_high,,,,,,5000 - 10000,car,0.07621087924997651
,,very_high,,,,,,5000 - 10000,pt,0.039405834091006085
,,very_high,,,,,,5000 - 10000,ride,0.010051180988116824
,,very_high,,,,,,5000 - 10000,walk,0.0
,,very_high,,,,,,10000 - 20000,bike,0.01148092983812325
,,very_high,,,,,,10000 - 20000,car,0.0523211702050068
,,very_high,,,,,,10000 - 20000,pt,0.0005342356762733908
,,very_high,,,,,,10000 - 20000,ride,0.008198970989966449
,,very_high,,,,,,10000 - 20000,walk,0.0
,,very_high,,,,,,20000+,bike,0.0
,,very_high,,,,,,20000+,car,0.03837823665840601
,,very_high,,,,,,20000+,pt,0.013126756067469075
,,very_high,,,,,,20000+,ride,0.011731384287600847
,,very_high,,,,,,20000+,walk,0.00012191823737991341
,,,child,,,,,0 - 1000,bike,0.09787549155437916
,,,child,,,,,0 - 1000,car,0.0
,,,child,,,,,0 - 1000,pt,0.0018627350310642206
,,,child,,,,,0 - 1000,ride,0.04229022817618458
,,,child,,,,,0 - 1000,walk,0.2560033191878667
,,,child,,,,,1000 - 2000,bike,0.1010780939528053
,,,child,,,,,1000 - 2000,car,0.0
,,,child,,,,,1000 - 2000,pt,0.03033899190145734
,,,child,,,,,1000 - 2000,ride,0.0724697578497106
,,,child,,,,,1000 - 2000,walk,0.06473749357698187
,,,child,,,,,2000 - 5000,bike,0.028024090941253705
,,,child,,,,,2000 - 5000,car,0.0
,,,child,,,,,2000 - 5000,pt,0.049212318832721896
,,,child,,,,,2000 - 5000,ride,0.15025610578242224
,,,child,,,,,2000 - 5000,walk,0.0
,,,child,,,,,5000 - 10000,bike,0.0001586383642081604
,,,child,,,,,5000 - 10000,car,0.0
,,,child,,,,,5000 - 10000,pt,0.021283979696929096
,,,child,,,,,5000 - 10000,ride,0.05311984876088494
,,,child,,,,,5000 - 10000,walk,0.0
,,,child,,,,,10000 - 20000,bike,0.001417201352553416
,,,child,,,,,10000 - 20000,car,0.0
,,,child,,,,,10000 - 20000,pt,0.002055256416653242
,,,child,,,,,10000 - 20000,ride,0.024784136307300267
,,,child,,,,,10000 - 20000,walk,0.0
,,,child,,,,,20000+,bike,0.0
,,,child,,,,,20000+,car,0.0
,,,child,,,,,20000+,pt,0.0
,,,child,,,,,20000+,ride,0.003032312314623298
,,,child,,,,,20000+,walk,0.0
,,,homemaker,,,,,0 - 1000,bike,0.09211756563613088
,,,homemaker,,,,,0 - 1000,car,0.0
,,,homemaker,,,,,0 - 1000,pt,0.0
,,,homemaker,,,,,0 - 1000,ride,0.02874666600642971
,,,homemaker,,,,,0 - 1000,walk,0.3125106803078764
,,,homemaker,,,,,1000 - 2000,bike,0.0
,,,homemaker,,,,,1000 - 2000,car,0.1409481744266805
,,,homemaker,,,,,1000 - 2000,pt,0.011981790134378853
,,,homemaker,,,,,1000 - 2000,ride,0.0
,,,homemaker,,,,,1000 - 2000,walk,0.051298456228838954
,,,homemaker,,,,,2000 - 5000,bike,0.010035309804220443
,,,homemaker,,,,,2000 - 5000,car,0.07619161257333758
,,,homemaker,,,,,2000 - 5000,pt,0.05483910252927315
,,,homemaker,,,,,2000 - 5000,ride,0.01305820830412134
,,,homemaker,,,,,2000 - 5000,walk,0.014380657649035802
,,,homemaker,,,,,5000 - 10000,bike,0.0
,,,homemaker,,,,,5000 - 10000,car,0.05965291836873211
,,,homemaker,,,,,5000 - 10000,pt,0.10011629283563625
,,,homemaker,,,,,5000 - 10000,ride,0.00652910415206067
,,,homemaker,,,,,5000 - 10000,walk,0.0
,,,homemaker,,,,,10000 - 20000,bike,0.0
,,,homemaker,,,,,10000 - 20000,car,0.0
,,,homemaker,,,,,10000 - 20000,pt,0.008429017038960915
,,,homemaker,,,,,10000 - 20000,ride,0.019164444004286477
,,,homemaker,,,,,10000 - 20000,walk,0.0
,,,homemaker,,,,,20000+,bike,0.0
,,,homemaker,,,,,20000+,car,0.0
,,,homemaker,,,,,20000+,pt,0.0
,,,homemaker,,,,,20000+,ride,0.0
,,,homemaker,,,,,20000+,walk,0.0
,,,retiree,,,,,0 - 1000,bike,0.03660461202692216
,,,retiree,,,,,0 - 1000,car,0.017965252414464065
,,,retiree,,,,,0 - 1000,pt,0.009911133931177889
,,,retiree,,,,,0 - 1000,ride,0.005154421199906101
,,,retiree,,,,,0 - 1000,walk,0.25493702584379907
,,,retiree,,,,,1000 - 2000,bike,0.0301756182385721
,,,retiree,,,,,1000 - 2000,car,0.04401507871598757
,,,retiree,,,,,1000 - 2000,pt,0.026887335307518887
,,,retiree,,,,,1000 - 2000,ride,0.021477190769014644
,,,retiree,,,,,1000 - 2000,walk,0.0539196225064085
,,,retiree,,,,,2000 - 5000,bike,0.02398240056330355
,,,retiree,,,,,2000 - 5000,car,0.09602689320058727
,,,retiree,,,,,2000 - 5000,pt,0.087895470403318
,,,retiree,,,,,2000 - 5000,ride,0.0391304607369085
,,,retiree,,,,,2000 - 5000,walk,0.022255532884740796
,,,retiree,,,,,5000 - 10000,bike,0.011244583561813352
,,,retiree,,,,,5000 - 10000,car,0.06680675688527962
,,,retiree,,,,,5000 - 10000,pt,0.058707068749545156
,,,retiree,,,,,5000 - 10000,ride,0.026446633568734442
,,,retiree,,,,,5000 - 10000,walk,0.004785531710210998
,,,retiree,,,,,10000 - 20000,bike,0.00020974651695595723
,,,retiree,,,,,10000 - 20000,car,0.02363876257105061
,,,retiree,,,,,10000 - 20000,pt,0.009925018695852652
,,,retiree,,,,,10000 - 20000,ride,0.006745467481747495
,,,retiree,,,,,10000 - 20000,walk,0.0003532145079432186
,,,retiree,,,,,20000+,bike,0.0
,,,retiree,,,,,20000+,car,0.006818942655946565
,,,retiree,,,,,20000+,pt,0.006326282642157071
,,,retiree,,,,,20000+,ride,0.0076539417101338545
,,,retiree,,,,,20000+,walk,0.0
,,,unemployed,,,,,0 - 1000,bike,0.04728473169511679
,,,unemployed,,,,,0 - 1000,car,0.0
,,,unemployed,,,,,0 - 1000,pt,0.0
,,,unemployed,,,,,0 - 1000,ride,0.0
,,,unemployed,,,,,0 - 1000,walk,0.2059403330737911
,,,unemployed,,,,,1000 - 2000,bike,0.06953431067660433
,,,unemployed,,,,,1000 - 2000,car,0.009614495206122035
,,,unemployed,,,,,1000 - 2000,pt,0.04699858725204117
,,,unemployed,,,,,1000 - 2000,ride,0.028572234990105624
,,,unemployed,,,,,1000 - 2000,walk,0.0830215185788362
,,,unemployed,,,,,2000 - 5000,bike,0.11175381014623265
,,,unemployed,,,,,2000 - 5000,car,0.015513336497069465
,,,unemployed,,,,,2000 - 5000,pt,0.019433732069755173
,,,unemployed,,,,,2000 - 5000,ride,0.01667044398636229
,,,unemployed,,,,,2000 - 5000,walk,0.05374005500399535
,,,unemployed,,,,,5000 - 10000,bike,0.0
,,,unemployed,,,,,5000 - 10000,car,0.009002078124500075
,,,unemployed,,,,,5000 - 10000,pt,0.04306811769504562
,,,unemployed,,,,,5000 - 10000,ride,0.0
,,,unemployed,,,,,5000 - 10000,walk,0.0
,,,unemployed,,,,,10000 - 20000,bike,0.0
,,,unemployed,,,,,10000 - 20000,car,0.05374005500399535
,,,unemployed,,,,,10000 - 20000,pt,0.02083509159687399
,,,unemployed,,,,,10000 - 20000,ride,0.0
,,,unemployed,,,,,10000 - 20000,walk,0.0
,,,unemployed,,,,,20000+,bike,0.04061221049733745
,,,unemployed,,,,,20000+,car,0.050300274793667187
,,,unemployed,,,,,20000+,pt,0.07436458311254801
,,,unemployed,,,,,20000+,ride,0.0
,,,unemployed,,,,,20000+,walk,0.0
,,,school,,,,,0 - 1000,bike,0.03852318318705108
,,,school,,,,,0 - 1000,car,0.0
,,,school,,,,,0 - 1000,pt,0.0006100605332618387
,,,school,,,,,0 - 1000,ride,0.00362015525750721
,,,school,,,,,0 - 1000,walk,0.23478032801507068
,,,school,,,,,1000 - 2000,bike,0.07518821231638166
,,,school,,,,,1000 - 2000,car,0.0007348486428329435
,,,school,,,,,1000 - 2000,pt,0.019932713011461767
,,,school,,,,,1000 - 2000,ride,0.023044738730950497
,,,school,,,,,1000 - 2000,walk,0.08043660287879595
,,,school,,,,,2000 - 5000,bike,0.07395421738206247
,,,school,,,,,2000 - 5000,car,0.0
,,,school,,,,,2000 - 5000,pt,0.1547764202617288
,,,school,,,,,2000 - 5000,ride,0.0822401528270247
,,,school,,,,,2000 - 5000,walk,0.007923796550479662
,,,school,,,,,5000 - 10000,bike,0.017246743346636145
,,,school,,,,,5000 - 10000,car,0.0
,,,school,,,,,5000 - 10000,pt,0.1010264998027296
,,,school,,,,,5000 - 10000,ride,0.045324519965087746
,,,school,,,,,5000 - 10000,walk,0.0018196723628948674
,,,school,,,,,10000 - 20000,bike,0.0006120516196610867
,,,school,,,,,10000 - 20000,car,0.0
,,,school,,,,,10000 - 20000,pt,0.02459839027997473
,,,school,,,,,10000 - 20000,ride,0.007982203736184386
,,,school,,,,,10000 - 20000,walk,0.0
,,,school,,,,,20000+,bike,0.0
,,,school,,,,,20000+,car,0.0
,,,school,,,,,20000+,pt,0.002394858546039923
,,,school,,,,,20000+,ride,0.003229630746182168
,,,school,,,,,20000+,walk,0.0
,,,student,,,,,0 - 1000,bike,0.07475372978278917
,,,student,,,,,0 - 1000,car,0.006871570754349424
,,,student,,,,,0 - 1000,pt,0.0
,,,student,,,,,0 - 1000,ride,0.0
,,,student,,,,,0 - 1000,walk,0.14462164894671714
,,,student,,,,,1000 - 2000,bike,0.105126695231592
,,,student,,,,,1000 - 2000,car,0.008311198340636287
,,,student,,,,,1000 - 2000,pt,0.0300816587493876
,,,student,,,,,1000 - 2000,ride,0.007382662154118721
,,,student,,,,,1000 - 2000,walk,0.04212970503298945
,,,student,,,,,2000 - 5000,bike,0.16416494913136923
,,,student,,,,,2000 - 5000,car,0.03770135865118268
,,,student,,,,,2000 - 5000,pt,0.14091391723039223
,,,student,,,,,2000 - 5000,ride,0.006313633748608357
,,,student,,,,,2000 - 5000,walk,0.0013093584882273954
,,,student,,,,,5000 - 10000,bike,0.040017981248103796
,,,student,,,,,5000 - 10000,car,0.010272801210274466
,,,student,,,,,5000 - 10000,pt,0.10488303172934048
,,,student,,,,,5000 - 10000,ride,0.011057567552948696
,,,student,,,,,5000 - 10000,walk,0.0014043693592101461
,,,student,,,,,10000 - 20000,bike,0.0023729803581176894
,,,student,,,,,10000 - 20000,car,0.0069438740416576114
,,,student,,,,,10000 - 20000,pt,0.02094144552817236
,,,student,,,,,10000 - 20000,ride,0.0
,,,student,,,,,10000 - 20000,walk,0.0
,,,student,,,,,20000+,bike,0.0
,,,student,,,,,20000+,car,0.008305503718393331
,,,student,,,,,20000+,pt,0.01780606046685361
,,,student,,,,,20000+,ride,0.006312298544568137
,,,student,,,,,20000+,walk,0.0
,,,trainee,,,,,0 - 1000,bike,0.09204068934611102
,,,trainee,,,,,0 - 1000,car,0.014667779137950308
,,,trainee,,,,,0 - 1000,pt,0.010670934550720924
,,,trainee,,,,,0 - 1000,ride,0.0036397657417398407
,,,trainee,,,,,0 - 1000,walk,0.13746522620481202
,,,trainee,,,,,1000 - 2000,bike,0.016794310471118696
,,,trainee,,,,,1000 - 2000,car,0.002794503029945971
,,,trainee,,,,,1000 - 2000,pt,0.050370980156762515
,,,trainee,,,,,1000 - 2000,ride,0.0
,,,trainee,,,,,1000 - 2000,walk,0.027907598916227568
,,,trainee,,,,,2000 - 5000,bike,0.17467371721041045
,,,trainee,,,,,2000 - 5000,car,0.032277164333919944
,,,trainee,,,,,2000 - 5000,pt,0.2130906659223479
,,,trainee,,,,,2000 - 5000,ride,0.0036397657417398407
,,,trainee,,,,,2000 - 5000,walk,0.0029551665404479316
,,,trainee,,,,,5000 - 10000,bike,0.04421334534847402
,,,trainee,,,,,5000 - 10000,car,0.028711005967526827
,,,trainee,,,,,5000 - 10000,pt,0.07588199507663784
